geneID	PR	FR	PS	FS	Tsil	Trepl	nout	npop
Potra007898g26051	7	3	0	2	3107111	15039033	1	94
Potra007902g26052	30	6	8	4	3107111	15039033	1	94
Potra007902g26053	0	1	5	2	3107111	15039033	1	94
Potra007905g26054	45	17	36	12	3107111	15039033	1	94
Potra007905g26055	39	14	17	6	3107111	15039033	1	94
Potra007918g26057	13	10	3	3	3107111	15039033	1	94
Potra007924g26058	8	5	13	10	3107111	15039033	1	94
Potra007924g26059	3	0	2	0	3107111	15039033	1	94
Potra007927g26060	18	13	2	3	3107111	15039033	1	94
Potra007941g26061	10	9	3	2	3107111	15039033	1	94
Potra007943g26062	5	5	1	2	3107111	15039033	1	94
Potra007947g26063	5	0	5	4	3107111	15039033	1	94
Potra007950g26064	16	10	10	5	3107111	15039033	1	94
Potra007950g26065	9	0	4	0	3107111	15039033	1	94
Potra007960g26067	3	2	5	1	3107111	15039033	1	94
Potra007960g33359	3	5	0	4	3107111	15039033	1	94
Potra007962g26068	19	10	11	3	3107111	15039033	1	94
Potra007969g26070	7	6	8	7	3107111	15039033	1	94
Potra007981g26071	3	1	0	0	3107111	15039033	1	94
Potra007984g26073	20	4	5	4	3107111	15039033	1	94
Potra007987g26074	0	0	0	0	3107111	15039033	1	94
Potra007990g26075	19	15	15	9	3107111	15039033	1	94
Potra008001g34348	0	0	0	0	3107111	15039033	1	94
Potra008010g26077	4	5	0	2	3107111	15039033	1	94
Potra008015g26078	5	7	4	4	3107111	15039033	1	94
Potra008015g26079	9	8	3	2	3107111	15039033	1	94
Potra008016g34707	0	0	0	0	3107111	15039033	1	94
Potra008020g26080	9	9	4	5	3107111	15039033	1	94
Potra008024g26081	4	9	2	2	3107111	15039033	1	94
Potra008025g26082	4	1	3	0	3107111	15039033	1	94
Potra008032g26083	5	2	7	1	3107111	15039033	1	94
Potra008035g26084	9	14	4	10	3107111	15039033	1	94
Potra008046g26085	6	6	0	0	3107111	15039033	1	94
Potra008049g26087	0	0	0	0	3107111	15039033	1	94
Potra008054g34293	0	0	0	0	3107111	15039033	1	94
Potra008061g26088	0	0	0	0	3107111	15039033	1	94
Potra008067g26092	6	6	0	1	3107111	15039033	1	94
Potra008079g33366	8	2	10	6	3107111	15039033	1	94
Potra008085g26093	28	7	3	1	3107111	15039033	1	94
Potra008087g26095	25	21	1	1	3107111	15039033	1	94
Potra008089g26096	0	0	0	0	3107111	15039033	1	94
Potra008095g26097	6	0	8	1	3107111	15039033	1	94
Potra008115g26098	6	3	1	0	3107111	15039033	1	94
Potra008126g33380	31	20	10	4	3107111	15039033	1	94
Potra008127g26100	0	6	0	1	3107111	15039033	1	94
Potra008130g26101	0	2	0	0	3107111	15039033	1	94
Potra008136g26102	25	16	9	6	3107111	15039033	1	94
Potra008143g26103	0	0	0	0	3107111	15039033	1	94
Potra008145g34585	0	1	0	0	3107111	15039033	1	94
Potra008147g26104	17	9	9	10	3107111	15039033	1	94
Potra008154g35717	3	0	0	0	3107111	15039033	1	94
Potra008162g26108	0	0	0	0	3107111	15039033	1	94
Potra008191g26111	15	2	15	7	3107111	15039033	1	94
Potra008202g26112	9	0	8	0	3107111	15039033	1	94
Potra008214g26114	0	0	0	0	3107111	15039033	1	94
Potra008229g26117	11	8	6	5	3107111	15039033	1	94
Potra008229g26118	5	8	5	1	3107111	15039033	1	94
Potra008230g26119	12	3	5	2	3107111	15039033	1	94
Potra008245g33389	0	0	0	0	3107111	15039033	1	94
Potra008248g26120	0	0	0	0	3107111	15039033	1	94
Potra008250g26121	4	5	1	0	3107111	15039033	1	94
Potra008258g26124	7	3	5	1	3107111	15039033	1	94
Potra008264g26125	0	4	0	1	3107111	15039033	1	94
Potra008264g26126	0	0	0	0	3107111	15039033	1	94
Potra008270g34236	20	10	3	0	3107111	15039033	1	94
Potra008291g26133	7	8	7	8	3107111	15039033	1	94
Potra008300g26134	9	5	5	4	3107111	15039033	1	94
Potra008300g26135	17	5	9	3	3107111	15039033	1	94
Potra008301g26136	3	5	3	3	3107111	15039033	1	94
Potra008321g26140	0	1	0	0	3107111	15039033	1	94
Potra008329g26141	0	2	0	0	3107111	15039033	1	94
Potra008329g34770	2	0	3	3	3107111	15039033	1	94
Potra008332g26142	0	4	0	0	3107111	15039033	1	94
Potra008333g26143	5	26	1	1	3107111	15039033	1	94
Potra008337g26144	7	8	4	5	3107111	15039033	1	94
Potra008345g26146	0	0	0	0	3107111	15039033	1	94
Potra008347g26147	4	2	0	0	3107111	15039033	1	94
Potra008356g26148	7	11	1	2	3107111	15039033	1	94
Potra008375g26151	4	2	1	3	3107111	15039033	1	94
Potra008380g33402	0	0	0	0	3107111	15039033	1	94
Potra008380g33403	11	3	14	5	3107111	15039033	1	94
Potra008384g26152	0	2	0	0	3107111	15039033	1	94
Potra008389g26153	23	8	9	2	3107111	15039033	1	94
Potra008390g26154	9	7	0	4	3107111	15039033	1	94
Potra008392g26155	26	11	5	3	3107111	15039033	1	94
Potra008404g33404	2	3	3	1	3107111	15039033	1	94
Potra008419g26156	23	9	19	18	3107111	15039033	1	94
Potra008425g26158	11	4	9	5	3107111	15039033	1	94
Potra008425g26159	15	10	9	8	3107111	15039033	1	94
Potra008434g26160	5	4	7	1	3107111	15039033	1	94
Potra008437g26161	12	8	6	0	3107111	15039033	1	94
Potra008444g26163	0	0	0	0	3107111	15039033	1	94
Potra008446g26164	8	23	14	10	3107111	15039033	1	94
Potra008456g26165	7	3	3	0	3107111	15039033	1	94
Potra008459g33417	0	0	0	0	3107111	15039033	1	94
Potra008470g26168	9	1	8	5	3107111	15039033	1	94
Potra008472g26169	11	4	4	1	3107111	15039033	1	94
Potra008474g26170	9	5	3	3	3107111	15039033	1	94
Potra008492g26171	9	4	0	0	3107111	15039033	1	94
Potra008493g33666	0	0	0	0	3107111	15039033	1	94
Potra008493g34145	0	4	0	1	3107111	15039033	1	94
Potra008498g26174	5	2	5	3	3107111	15039033	1	94
Potra008516g26176	25	4	3	6	3107111	15039033	1	94
Potra008527g26177	3	1	4	3	3107111	15039033	1	94
Potra008535g26178	3	2	1	1	3107111	15039033	1	94
Potra008535g26179	49	24	20	11	3107111	15039033	1	94
Potra008557g26182	17	17	12	6	3107111	15039033	1	94
Potra008558g26183	0	0	0	0	3107111	15039033	1	94
Potra008565g26184	8	5	1	3	3107111	15039033	1	94
Potra008565g34364	0	0	0	0	3107111	15039033	1	94
Potra008567g33430	0	0	0	0	3107111	15039033	1	94
Potra008567g33431	0	0	0	0	3107111	15039033	1	94
Potra008574g26186	12	9	12	11	3107111	15039033	1	94
Potra008576g26187	22	10	11	0	3107111	15039033	1	94
Potra008578g26188	0	0	0	0	3107111	15039033	1	94
Potra008583g26189	11	3	5	5	3107111	15039033	1	94
Potra008584g34380	9	3	1	0	3107111	15039033	1	94
Potra008597g26194	1	1	6	3	3107111	15039033	1	94
Potra008597g33434	9	3	13	0	3107111	15039033	1	94
Potra008604g26195	0	10	0	1	3107111	15039033	1	94
Potra008608g26196	11	0	1	6	3107111	15039033	1	94
Potra008611g26197	0	0	0	0	3107111	15039033	1	94
Potra008611g26199	0	0	0	0	3107111	15039033	1	94
Potra008616g26200	17	12	9	7	3107111	15039033	1	94
Potra008619g26201	7	5	5	2	3107111	15039033	1	94
Potra008641g26202	3	2	4	0	3107111	15039033	1	94
Potra008666g34073	0	0	0	0	3107111	15039033	1	94
Potra008679g26207	1	0	1	0	3107111	15039033	1	94
Potra008680g26209	3	3	3	4	3107111	15039033	1	94
Potra008688g26210	0	6	0	1	3107111	15039033	1	94
Potra008698g26214	5	1	1	5	3107111	15039033	1	94
Potra008706g26216	13	10	12	6	3107111	15039033	1	94
Potra008707g26217	0	5	0	2	3107111	15039033	1	94
Potra008713g26219	5	1	5	2	3107111	15039033	1	94
Potra008725g26221	2	5	0	0	3107111	15039033	1	94
Potra008732g26223	8	7	10	3	3107111	15039033	1	94
Potra008732g26224	14	12	4	5	3107111	15039033	1	94
Potra008734g26225	5	0	3	2	3107111	15039033	1	94
Potra008743g26227	0	0	0	0	3107111	15039033	1	94
Potra008768g26229	8	4	15	11	3107111	15039033	1	94
Potra008798g26230	6	6	5	1	3107111	15039033	1	94
Potra008813g26232	0	0	0	0	3107111	15039033	1	94
Potra008823g26233	0	0	0	0	3107111	15039033	1	94
Potra008831g26235	5	7	3	2	3107111	15039033	1	94
Potra008842g26239	0	2	0	0	3107111	15039033	1	94
Potra008843g26240	0	1	0	0	3107111	15039033	1	94
Potra008850g26241	10	7	5	6	3107111	15039033	1	94
Potra008864g26242	5	4	6	3	3107111	15039033	1	94
Potra008871g26243	13	10	1	1	3107111	15039033	1	94
Potra008874g26245	4	3	0	0	3107111	15039033	1	94
Potra008876g26246	13	29	4	4	3107111	15039033	1	94
Potra008885g26247	17	29	2	0	3107111	15039033	1	94
Potra008889g26249	10	4	1	1	3107111	15039033	1	94
Potra008902g26251	13	9	14	8	3107111	15039033	1	94
Potra008905g26252	15	13	10	8	3107111	15039033	1	94
Potra008909g26253	0	0	0	0	3107111	15039033	1	94
Potra008914g26255	8	10	16	14	3107111	15039033	1	94
Potra008915g26256	13	3	4	3	3107111	15039033	1	94
Potra008919g26257	22	8	33	10	3107111	15039033	1	94
Potra008919g33684	6	2	0	0	3107111	15039033	1	94
Potra008923g33472	4	8	2	3	3107111	15039033	1	94
Potra008932g26259	6	5	0	1	3107111	15039033	1	94
Potra008949g26261	5	5	1	1	3107111	15039033	1	94
Potra008951g26262	13	9	9	6	3107111	15039033	1	94
Potra008962g26264	12	10	8	4	3107111	15039033	1	94
Potra008967g26265	16	10	10	7	3107111	15039033	1	94
Potra008969g26266	0	0	0	0	3107111	15039033	1	94
Potra008971g26267	11	12	2	1	3107111	15039033	1	94
Potra008973g33477	0	0	0	0	3107111	15039033	1	94
Potra008976g26268	0	0	0	0	3107111	15039033	1	94
Potra008980g34303	0	1	0	0	3107111	15039033	1	94
Potra008991g26269	22	3	11	8	3107111	15039033	1	94
Potra008993g26270	13	5	2	4	3107111	15039033	1	94
Potra008996g33944	1	3	0	0	3107111	15039033	1	94
Potra008997g26271	9	5	14	4	3107111	15039033	1	94
Potra008997g26273	1	0	12	2	3107111	15039033	1	94
Potra009004g26274	3	3	2	1	3107111	15039033	1	94
Potra009015g26275	16	10	5	4	3107111	15039033	1	94
Potra009021g26276	10	5	5	2	3107111	15039033	1	94
Potra009022g35289	0	0	0	0	3107111	15039033	1	94
Potra009031g26278	7	4	10	3	3107111	15039033	1	94
Potra009049g26279	21	12	0	2	3107111	15039033	1	94
Potra009068g26280	5	4	0	0	3107111	15039033	1	94
Potra009085g26282	5	5	0	0	3107111	15039033	1	94
Potra009086g34676	0	0	0	0	3107111	15039033	1	94
Potra009091g33486	27	10	1	0	3107111	15039033	1	94
Potra009093g26284	0	0	0	0	3107111	15039033	1	94
Potra009099g26287	26	11	15	5	3107111	15039033	1	94
Potra009102g26288	4	3	3	5	3107111	15039033	1	94
Potra009107g26289	3	3	6	6	3107111	15039033	1	94
Potra009109g34777	0	0	0	0	3107111	15039033	1	94
Potra009113g26290	1	0	0	0	3107111	15039033	1	94
Potra009118g26292	0	0	0	0	3107111	15039033	1	94
Potra009123g26294	8	22	2	3	3107111	15039033	1	94
Potra009135g26295	0	5	0	0	3107111	15039033	1	94
Potra009140g26296	11	15	7	12	3107111	15039033	1	94
Potra009156g26299	9	7	6	2	3107111	15039033	1	94
Potra009160g26300	8	9	10	7	3107111	15039033	1	94
Potra009176g33711	0	0	0	0	3107111	15039033	1	94
Potra009177g26302	1	2	0	2	3107111	15039033	1	94
Potra009193g26305	0	1	0	1	3107111	15039033	1	94
Potra009201g26306	3	3	2	2	3107111	15039033	1	94
Potra009203g26307	8	6	12	9	3107111	15039033	1	94
Potra009210g26308	22	10	3	1	3107111	15039033	1	94
Potra009228g26309	8	5	1	1	3107111	15039033	1	94
Potra009236g26310	0	0	0	0	3107111	15039033	1	94
Potra009238g26311	19	9	5	4	3107111	15039033	1	94
Potra009239g26312	0	0	0	0	3107111	15039033	1	94
Potra009252g34130	0	0	0	0	3107111	15039033	1	94
Potra009254g26313	10	11	7	7	3107111	15039033	1	94
Potra009255g26314	0	1	5	5	3107111	15039033	1	94
Potra009261g26315	1	2	0	0	3107111	15039033	1	94
Potra009263g26316	0	0	0	0	3107111	15039033	1	94
Potra009264g26317	4	1	3	3	3107111	15039033	1	94
Potra009267g26318	13	9	21	12	3107111	15039033	1	94
Potra009269g26319	12	3	15	6	3107111	15039033	1	94
Potra009277g26321	0	0	0	0	3107111	15039033	1	94
Potra009281g26322	3	5	0	0	3107111	15039033	1	94
Potra009281g33521	54	24	22	9	3107111	15039033	1	94
Potra009283g26323	9	0	4	1	3107111	15039033	1	94
Potra009289g26325	4	6	0	2	3107111	15039033	1	94
Potra009294g26327	6	9	8	5	3107111	15039033	1	94
Potra009296g26330	8	5	2	7	3107111	15039033	1	94
Potra009300g26331	15	16	6	5	3107111	15039033	1	94
Potra009305g26333	7	5	10	12	3107111	15039033	1	94
Potra009307g26334	5	1	0	0	3107111	15039033	1	94
Potra009322g26335	0	0	0	0	3107111	15039033	1	94
Potra009323g26336	20	3	12	7	3107111	15039033	1	94
Potra009325g35375	5	2	3	2	3107111	15039033	1	94
Potra009326g34115	0	2	0	0	3107111	15039033	1	94
Potra009329g26338	8	3	5	4	3107111	15039033	1	94
Potra009332g26339	3	4	10	3	3107111	15039033	1	94
Potra009335g33526	0	0	0	0	3107111	15039033	1	94
Potra009348g26340	30	12	7	13	3107111	15039033	1	94
Potra009351g26341	0	0	0	0	3107111	15039033	1	94
Potra009355g26342	0	0	0	0	3107111	15039033	1	94
Potra009370g26344	2	8	1	0	3107111	15039033	1	94
Potra009385g26345	0	0	0	0	3107111	15039033	1	94
Potra009386g26346	0	0	0	0	3107111	15039033	1	94
Potra009386g26347	4	5	3	2	3107111	15039033	1	94
Potra009394g26348	32	9	2	4	3107111	15039033	1	94
Potra009401g26349	6	4	9	6	3107111	15039033	1	94
Potra009420g26351	11	10	14	20	3107111	15039033	1	94
Potra009424g26352	0	0	5	2	3107111	15039033	1	94
Potra009427g26353	0	0	0	0	3107111	15039033	1	94
Potra009429g26354	22	10	9	3	3107111	15039033	1	94
Potra009430g26355	2	2	1	0	3107111	15039033	1	94
Potra009431g26356	0	1	0	1	3107111	15039033	1	94
Potra009434g26357	0	3	0	1	3107111	15039033	1	94
Potra009437g26358	1	1	0	1	3107111	15039033	1	94
Potra009449g26359	0	0	0	0	3107111	15039033	1	94
Potra009451g26360	14	6	11	3	3107111	15039033	1	94
Potra009454g26363	9	7	7	6	3107111	15039033	1	94
Potra009458g26364	12	5	5	2	3107111	15039033	1	94
Potra009462g26365	11	6	3	0	3107111	15039033	1	94
Potra009465g34098	0	0	0	0	3107111	15039033	1	94
Potra009466g26366	46	16	6	3	3107111	15039033	1	94
Potra009480g26368	3	0	0	0	3107111	15039033	1	94
Potra009484g26369	6	4	14	5	3107111	15039033	1	94
Potra009487g26370	11	5	10	5	3107111	15039033	1	94
Potra009490g34252	0	0	0	0	3107111	15039033	1	94
Potra009497g26371	0	0	0	0	3107111	15039033	1	94
Potra009497g34441	2	2	1	1	3107111	15039033	1	94
Potra009506g26373	15	14	14	6	3107111	15039033	1	94
Potra009508g26374	11	9	2	4	3107111	15039033	1	94
Potra009509g26375	5	0	0	1	3107111	15039033	1	94
Potra009514g33554	0	0	0	1	3107111	15039033	1	94
Potra009524g26376	7	5	3	4	3107111	15039033	1	94
Potra009528g26377	0	0	0	0	3107111	15039033	1	94
Potra009538g26378	1	1	0	0	3107111	15039033	1	94
Potra009538g26379	74	14	31	7	3107111	15039033	1	94
Potra009547g26382	0	0	0	0	3107111	15039033	1	94
Potra009550g26383	0	0	0	0	3107111	15039033	1	94
Potra009553g26384	43	26	12	9	3107111	15039033	1	94
Potra009556g26385	0	0	0	0	3107111	15039033	1	94
Potra009558g26388	8	7	5	6	3107111	15039033	1	94
Potra009558g26389	11	7	4	4	3107111	15039033	1	94
Potra009575g26391	7	3	5	1	3107111	15039033	1	94
Potra009581g26392	2	1	0	0	3107111	15039033	1	94
Potra009582g26393	0	0	0	0	3107111	15039033	1	94
Potra009587g34906	0	0	0	0	3107111	15039033	1	94
Potra009591g26395	47	27	18	10	3107111	15039033	1	94
Potra009607g33560	5	0	2	0	3107111	15039033	1	94
Potra009609g26396	3	3	1	0	3107111	15039033	1	94
Potra009612g26397	2	3	0	0	3107111	15039033	1	94
Potra009626g26400	1	1	0	2	3107111	15039033	1	94
Potra009677g26405	0	0	0	0	3107111	15039033	1	94
Potra009681g26406	5	8	3	4	3107111	15039033	1	94
Potra009684g26407	2	1	8	7	3107111	15039033	1	94
Potra009685g26408	5	9	0	0	3107111	15039033	1	94
Potra009690g26409	0	0	0	0	3107111	15039033	1	94
Potra009700g26411	0	1	1	2	3107111	15039033	1	94
Potra009704g26412	3	1	2	0	3107111	15039033	1	94
Potra009704g26413	11	5	13	4	3107111	15039033	1	94
Potra009705g26414	38	17	11	7	3107111	15039033	1	94
Potra009707g26415	0	0	0	0	3107111	15039033	1	94
Potra009724g26418	0	0	0	0	3107111	15039033	1	94
Potra009728g26419	0	1	0	2	3107111	15039033	1	94
Potra009734g26420	2	1	6	1	3107111	15039033	1	94
Potra009735g26421	19	6	6	2	3107111	15039033	1	94
Potra009742g26422	0	35	0	4	3107111	15039033	1	94
Potra009757g26423	9	7	0	3	3107111	15039033	1	94
Potra009758g26424	0	0	0	0	3107111	15039033	1	94
Potra009761g26425	8	6	8	7	3107111	15039033	1	94
Potra009762g26426	0	2	0	0	3107111	15039033	1	94
Potra009768g26427	9	2	13	7	3107111	15039033	1	94
Potra009770g26428	0	0	0	0	3107111	15039033	1	94
Potra009781g33582	4	3	0	0	3107111	15039033	1	94
Potra009783g26431	0	0	0	0	3107111	15039033	1	94
Potra009790g26433	3	2	5	4	3107111	15039033	1	94
Potra009795g26434	0	3	0	0	3107111	15039033	1	94
Potra009812g26436	0	0	0	0	3107111	15039033	1	94
Potra009815g33585	8	7	1	0	3107111	15039033	1	94
Potra009822g26437	0	0	0	0	3107111	15039033	1	94
Potra009826g26439	7	6	7	4	3107111	15039033	1	94
Potra009834g26440	15	10	10	1	3107111	15039033	1	94
Potra009844g26441	1	3	0	1	3107111	15039033	1	94
Potra009859g26442	1	1	1	1	3107111	15039033	1	94
Potra009865g26444	0	0	0	0	3107111	15039033	1	94
Potra009874g26445	0	4	0	1	3107111	15039033	1	94
Potra009901g26447	10	11	2	5	3107111	15039033	1	94
Potra009902g33595	0	0	0	0	3107111	15039033	1	94
Potra009911g33598	25	15	16	9	3107111	15039033	1	94
Potra009913g26449	0	1	0	0	3107111	15039033	1	94
Potra009914g26450	5	2	3	2	3107111	15039033	1	94
Potra009926g33949	0	2	0	0	3107111	15039033	1	94
Potra009934g26451	2	2	1	0	3107111	15039033	1	94
Potra009947g34825	0	0	0	0	3107111	15039033	1	94
Potra009961g26453	4	2	1	0	3107111	15039033	1	94
Potra009967g26456	5	0	4	0	3107111	15039033	1	94
Potra009968g26457	4	5	2	0	3107111	15039033	1	94
Potra009972g26458	17	13	16	8	3107111	15039033	1	94
Potra009979g26459	7	9	10	8	3107111	15039033	1	94
Potra009980g26461	22	17	21	12	3107111	15039033	1	94
Potra009985g26462	1	5	1	3	3107111	15039033	1	94
Potra009991g26464	13	4	5	3	3107111	15039033	1	94
Potra009991g35678	0	0	0	0	3107111	15039033	1	94
Potra009992g26465	0	0	0	0	3107111	15039033	1	94
Potra009997g26466	4	9	6	15	3107111	15039033	1	94
Potra010002g26467	0	0	0	0	3107111	15039033	1	94
Potra010005g26468	2	0	0	0	3107111	15039033	1	94
Potra010015g26470	0	0	0	0	3107111	15039033	1	94
Potra010016g26471	12	15	34	19	3107111	15039033	1	94
Potra010018g26472	8	16	2	1	3107111	15039033	1	94
Potra010034g35580	2	1	0	1	3107111	15039033	1	94
Potra010040g26473	8	7	6	7	3107111	15039033	1	94
Potra010045g26474	0	6	0	0	3107111	15039033	1	94
Potra010049g26475	1	1	1	1	3107111	15039033	1	94
Potra010072g26478	0	0	0	0	3107111	15039033	1	94
Potra010072g26479	5	6	1	2	3107111	15039033	1	94
Potra010080g26480	0	0	0	0	3107111	15039033	1	94
Potra010089g26481	10	5	16	13	3107111	15039033	1	94
Potra010096g26482	0	3	0	0	3107111	15039033	1	94
Potra010098g26483	4	4	1	0	3107111	15039033	1	94
Potra010102g26484	0	4	1	1	3107111	15039033	1	94
Potra010105g26485	14	14	2	2	3107111	15039033	1	94
Potra010105g26486	18	5	12	7	3107111	15039033	1	94
Potra010108g26487	0	1	0	0	3107111	15039033	1	94
Potra010111g26488	3	2	0	2	3107111	15039033	1	94
Potra010112g26489	3	1	2	1	3107111	15039033	1	94
Potra010115g26490	0	1	0	0	3107111	15039033	1	94
Potra010119g26491	4	1	9	8	3107111	15039033	1	94
Potra010120g26493	2	1	0	0	3107111	15039033	1	94
Potra010120g26494	7	2	7	4	3107111	15039033	1	94
Potra010121g26495	0	0	0	0	3107111	15039033	1	94
Potra010132g26497	0	0	0	0	3107111	15039033	1	94
Potra010134g26498	8	2	11	3	3107111	15039033	1	94
Potra010136g30384	20	7	4	5	3107111	15039033	1	94
Potra010136g30385	0	0	0	0	3107111	15039033	1	94
Potra010140g26499	28	9	13	6	3107111	15039033	1	94
Potra010144g26500	6	6	4	2	3107111	15039033	1	94
Potra010146g26502	7	9	8	5	3107111	15039033	1	94
Potra010153g26505	0	2	0	0	3107111	15039033	1	94
Potra010153g26506	11	11	17	6	3107111	15039033	1	94
Potra010155g26507	5	14	6	7	3107111	15039033	1	94
Potra010159g26509	10	2	6	2	3107111	15039033	1	94
Potra010164g34371	0	0	0	0	3107111	15039033	1	94
Potra010168g26511	5	2	0	0	3107111	15039033	1	94
Potra010169g30389	0	0	0	0	3107111	15039033	1	94
Potra010173g26512	10	15	7	3	3107111	15039033	1	94
Potra010177g26513	1	0	5	1	3107111	15039033	1	94
Potra010188g26515	0	0	0	0	3107111	15039033	1	94
Potra010194g30401	5	4	5	3	3107111	15039033	1	94
Potra010199g26520	0	1	1	2	3107111	15039033	1	94
Potra010200g26521	44	4	27	5	3107111	15039033	1	94
Potra010203g26522	2	0	14	3	3107111	15039033	1	94
Potra010212g26525	13	32	1	9	3107111	15039033	1	94
Potra010215g26526	0	0	0	0	3107111	15039033	1	94
Potra010222g26527	2	2	4	4	3107111	15039033	1	94
Potra010223g26528	0	4	0	2	3107111	15039033	1	94
Potra010225g30403	13	24	3	5	3107111	15039033	1	94
Potra010226g30404	9	7	3	1	3107111	15039033	1	94
Potra010232g26529	4	5	0	1	3107111	15039033	1	94
Potra010238g26530	0	0	0	0	3107111	15039033	1	94
Potra010239g26531	0	0	0	1	3107111	15039033	1	94
Potra010241g26532	0	0	0	0	3107111	15039033	1	94
Potra010244g26533	4	1	1	0	3107111	15039033	1	94
Potra010249g26535	5	7	1	1	3107111	15039033	1	94
Potra010249g26536	0	0	0	0	3107111	15039033	1	94
Potra010255g30408	9	7	5	2	3107111	15039033	1	94
Potra010257g34584	0	0	0	0	3107111	15039033	1	94
Potra010258g26537	4	3	7	9	3107111	15039033	1	94
Potra010260g26539	20	14	12	2	3107111	15039033	1	94
Potra010263g26540	6	3	2	3	3107111	15039033	1	94
Potra010263g26541	0	0	4	0	3107111	15039033	1	94
Potra010264g26542	20	11	17	7	3107111	15039033	1	94
Potra010265g26544	18	3	7	5	3107111	15039033	1	94
Potra010273g26546	16	7	10	6	3107111	15039033	1	94
Potra010273g26547	0	0	0	0	3107111	15039033	1	94
Potra010284g26551	13	15	4	3	3107111	15039033	1	94
Potra010287g26552	0	2	0	2	3107111	15039033	1	94
Potra010289g26553	4	0	4	2	3107111	15039033	1	94
Potra010289g30415	9	15	3	0	3107111	15039033	1	94
Potra010290g26554	7	8	2	2	3107111	15039033	1	94
Potra010298g26555	0	1	0	0	3107111	15039033	1	94
Potra010301g26556	0	1	0	0	3107111	15039033	1	94
Potra010302g34326	0	0	0	0	3107111	15039033	1	94
Potra010306g26557	10	3	5	1	3107111	15039033	1	94
Potra010308g26558	10	11	5	1	3107111	15039033	1	94
Potra010309g26559	9	3	3	2	3107111	15039033	1	94
Potra010315g34404	0	5	0	1	3107111	15039033	1	94
Potra010316g30433	0	30	0	3	3107111	15039033	1	94
Potra010317g26560	9	0	6	4	3107111	15039033	1	94
Potra010317g34638	6	4	0	2	3107111	15039033	1	94
Potra010325g26562	10	0	4	0	3107111	15039033	1	94
Potra010327g26563	0	0	0	0	3107111	15039033	1	94
Potra010334g26565	0	0	0	0	3107111	15039033	1	94
Potra010335g34782	0	0	0	0	3107111	15039033	1	94
Potra010341g30440	0	0	0	0	3107111	15039033	1	94
Potra010356g26568	0	11	0	2	3107111	15039033	1	94
Potra010357g30444	1	3	1	2	3107111	15039033	1	94
Potra010360g26569	79	36	34	18	3107111	15039033	1	94
Potra010366g26572	5	0	1	0	3107111	15039033	1	94
Potra010368g26573	0	1	0	0	3107111	15039033	1	94
Potra010368g30451	0	0	0	1	3107111	15039033	1	94
Potra010370g34009	0	0	0	0	3107111	15039033	1	94
Potra010375g26576	5	6	1	1	3107111	15039033	1	94
Potra010375g26577	5	0	2	1	3107111	15039033	1	94
Potra010375g26578	11	10	2	2	3107111	15039033	1	94
Potra010377g26579	5	4	1	1	3107111	15039033	1	94
Potra010385g26582	18	30	3	6	3107111	15039033	1	94
Potra010386g26583	3	8	9	2	3107111	15039033	1	94
Potra010392g26584	3	6	0	0	3107111	15039033	1	94
Potra010398g26587	3	8	1	0	3107111	15039033	1	94
Potra010400g26588	22	10	15	6	3107111	15039033	1	94
Potra010401g26589	8	5	2	5	3107111	15039033	1	94
Potra017945g33681	0	0	0	0	3107111	15039033	1	94
Potra045493g26591	0	0	0	0	3107111	15039033	1	94
Potra057629g33614	0	0	0	0	3107111	15039033	1	94
Potra058242g26593	0	8	0	0	3107111	15039033	1	94
Potra075075g34526	0	0	0	0	3107111	15039033	1	94
Potra077234g34797	0	0	0	0	3107111	15039033	1	94
Potra079015g33753	0	0	0	0	3107111	15039033	1	94
Potra079701g34664	0	0	0	0	3107111	15039033	1	94
Potra080203g34070	0	0	0	0	3107111	15039033	1	94
Potra081506g34490	0	0	0	0	3107111	15039033	1	94
Potra083390g33942	0	0	0	0	3107111	15039033	1	94
Potra088155g34730	0	0	0	0	3107111	15039033	1	94
Potra090993g34410	0	0	0	0	3107111	15039033	1	94
Potra094949g34131	0	0	0	0	3107111	15039033	1	94
Potra095407g33725	0	0	0	0	3107111	15039033	1	94
Potra095879g34800	0	0	0	0	3107111	15039033	1	94
Potra100378g34258	0	0	0	0	3107111	15039033	1	94
Potra101617g35518	0	0	0	0	3107111	15039033	1	94
Potra107070g34242	0	0	0	0	3107111	15039033	1	94
Potra109455g34615	0	0	0	0	3107111	15039033	1	94
Potra112895g26598	0	0	0	0	3107111	15039033	1	94
Potra114880g34479	0	0	0	0	3107111	15039033	1	94
Potra115018g26599	10	3	5	3	3107111	15039033	1	94
Potra116741g35450	3	2	2	3	3107111	15039033	1	94
Potra117295g34142	0	0	0	0	3107111	15039033	1	94
Potra122359g34837	0	0	0	0	3107111	15039033	1	94
Potra122509g26603	5	10	2	0	3107111	15039033	1	94
Potra123499g30671	0	0	0	0	3107111	15039033	1	94
Potra123919g26604	0	0	0	0	3107111	15039033	1	94
Potra123951g33702	0	0	0	0	3107111	15039033	1	94
Potra125006g26605	0	0	0	0	3107111	15039033	1	94
Potra126391g30702	0	0	0	0	3107111	15039033	1	94
Potra126515g34601	0	0	0	0	3107111	15039033	1	94
Potra127197g26606	0	0	0	0	3107111	15039033	1	94
Potra127514g26607	0	0	0	0	3107111	15039033	1	94
